Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
"627/2023 - Aquisição ao abrigo do(s) acordo(s)-quadro 2020/61, 2021/55, 2021/6, 2021/61, 2023/304 e 2023/436 para as Instituições do SNS";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;1543.4 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";novartis (500063524);"1.543,40 €";09-10-2023;03-10-2023;92 dias;"Portugal, Castelo Branco, Castelo Branco";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6440964;436/2023 - Medicamentos para o sistema nervoso central;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2541743;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"630/2023-Ajuste direto aquisição de G321- Guselcumab [100 mg/1 ml;sol inj; caneta], I1159- Ibrutinib [420 mg; cáp/comp], I1160- Ibrutinib [560 mg; cáp/comp] e M1158- Macitentano [10 mg; cáp/comp],";Ajuste Direto Regime Geral;Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;65968.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"JANSSEN CILAG FARMACEUTICA, LDA. (500189412)";"65.968,00 €";09-10-2023;03-10-2023;92 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2539865;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
IPCB-2023CPR23 – Produção de referenciais de formação II;Consulta Prévia;Aquisição de serviços;98390000-3;Principal;Outros serviços;28900.0 € ;Instituto Politécnico de Castelo Branco (504152980);"Indice ICT & Management, Lda.  (502216336)";"28.900,00 €";09-10-2023;04-10-2023;26 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Avaliação da Implementação do Plano Municipal para a Igualdade e Não Discriminação de Castelo Branco;Ajuste Direto Regime Geral;Aquisição de serviços;79000000-4;Principal;"Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";10500.0 € ;Município de Castelo Branco (501143530);Amato Lusitano - Associação de Desenvolvimento (504256360);"10.500,00 €";09-10-2023;03-10-2023;30 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Aquisição de serviços de confeção, transporte e distribuição de refeições escolares ao pré-escolar e ao 1.º ciclo do ensino básico dos estabelecimentos de ensino Jardins de Infância do Canhoso e do Teixoso, Escolas Básicas do Canhoso e do Teixoso, durante o ano letivo 2023/2024.";Ajuste Direto Regime Geral;Aquisição de serviços;55500000-5;Principal;Serviços de cantinas e de fornecimento de refeições (catering);91539.0 € ;Município da Covilhã (505330768);União das Freguesias de Teixoso e Sarzedo (510840485);"91.539,00 €";09-10-2023;04-10-2023;226 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
Prestação de Serviços na área da Dança e expressão corporal;Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;6500.0 € ;Município de Vila Velha de Ródão (506642798);Flora Mariah Nogueira Brandão;"6.500,00 €";09-10-2023;06-10-2023;305 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Aluguer de cadeiras, mesas, toldos tapa sol e pérgolas e outras despesas gerais” com a II Mostra Cultural no âmbito de projeto MigrAções.";Consulta Prévia;Aquisição de serviços;98000000-3;Principal;"Outros serviços comunitários, sociais e pessoais";6690.0 € ;Santa Casa da Misericórdia da Covilhã (501631488);"RM Audiovisuais Unipessoal, Lda (517028557)";"6.690,00 €";08-10-2023;08-09-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/61  e 2023/437, para aquisição de medicamentos. ";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;3285.6 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"FRESENIUS KABI PHARMA PORTUGAL,LDA (504293753)";"3.285,60 €";06-10-2023;25-09-2023;123 dias;"Portugal, Castelo Branco, Covilhã<BR/>Portugal, Lisboa, Lisboa";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6449810;"437/2023 - Medicação antialérgica, vitaminas e sais minerais e medicamentos usados no tratamento de intoxicações";true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2523655;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 88/2023 Prestação do Serviço de Telepatologia/Patologia Digital;Ajuste Direto Regime Geral;Aquisição de serviços;85111800-8;Principal;Serviços de patologia;8500.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"ZMWay, Lda. (508085349)";"8.500,00 €";06-10-2023;06-09-2023;31 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2523452;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Consultadoria/Assessoria para apoio aos Serviços Técnicos de Água e Saneamento do Município de Idanha-a-Nova;Ajuste Direto Regime Geral;Aquisição de serviços;71621000-7;Principal;Serviços técnicos de análise ou consultoria;19920.0 € ;Municipio de Idanha-a-Nova (501121030);José António Afonso Calmeiro;"19.920,00 €";06-10-2023;06-10-2023;549 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjcxMDA4;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de 800 bolos fintos;Ajuste Direto Regime Geral;Aquisição de bens móveis;15812200-5;Principal;Bolos;1960.0 € ;Município de Vila Velha de Ródão (506642798);"Padaria Canelas & Coelho, Lda (506368432)";"1.960,00 €";06-10-2023;06-10-2023;1 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Ajuste Direto para a Aquisição de Serviços de aulas de Natação na Piscina Municipal Coberta  e Aulas de Cárdio no Ginásio Municipal da Sertã;Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;8533.0 € ;Município da Sertã (506963837);Mauro David Antunes dos Santos;"8.533,00 €";06-10-2023;27-09-2023;274 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"CONTRATO TAREFA PARA ""MOTORISTA DE TRANSPORTE COLETIVO DE CRIANÇAS (TRANSPORTES ESCOLARES) E TRANSPORTE COLETIVO DE PASSAGEIROS""";Ajuste Direto Regime Geral;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;11994.72 € ;Município de Belmonte (506695956);António Manuel Pina Pinto;"11.994,72 €";04-10-2023;03-10-2023;366 dias;"Portugal, Castelo Branco, Belmonte";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de Reagentes para Análises de Coagulação para o Serviço de Patologia Clínica, com cedência de Equipamentos em regime de contra consumo por 36 meses para a Unidade Local de Saúde de Castelo Branco, E.P.E.";Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;266177.63 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Stago Portugal Unipessoal, Lda (509952976)";"266.177,63 €";04-10-2023;03-10-2023;1095 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM2Mzk4;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Ajuste Direto para a Aquisição de Serviços de aulas de Natação e Hidroginástica na Piscina Municipal Coberta  e Aulas de Cárdio no Ginásio Municipal da Sertã;Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;9297.5 € ;Município da Sertã (506963837);Davide Sobreira Martins;"9.297,50 €";04-10-2023;27-09-2023;274 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
 Ajuste Direto para a aquisição de serviços de aulas de Hidroterapia na Piscina Municipal Coberta da Sertã;Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;9216.0 € ;Município da Sertã (506963837);"Cátia leitão - Postura Fisio Unipessoal, Lda (513453555)";"9.216,00 €";04-10-2023;27-09-2023;274 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Ajuste Direto para a aquisição de serviços para o desenvolvimento de atividades de expressão físico-motora para as crianças da educação pré escolar – Programa Criar + e atividades de animação e apoio à família - Tempo de Acolher, para o ano letivo 2023/2024 – Horário Grupo I";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;8676.0 € ;Município da Sertã (506963837);Fábio José Farinha Ferreira;"8.676,00 €";04-10-2023;15-09-2023;274 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Serviços para a II Poule de Saltos Equestres de Obstáculos - II Feira de Inovação Agrícola;Ajuste Direto Regime Geral;Aquisição de serviços;92300000-4;Principal;Serviços recreativos;9900.0 € ;Município do Fundão (506215695);"Picadeiro Tavares Ramos, Lda (509605370)";"9.900,00 €";04-10-2023;04-10-2023;8 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
AQUISIÇÃO DE TESTES RÁPIDOS - BIOLOGIA MOLECULAR PARA O SERVIÇO DE PATOLOGIA CLÍNICA DA ULSCB;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;660450.0 € ;"UNIDADE LOCAL DE SAÚDE DE CASTELO BRANCO, E.P.E. (509309844)";Cepheid Iberia S.L.U. - Sucursal em Portugal (980655684);"660.450,00 €";04-10-2023;03-10-2023;1096 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM4MDM5;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Consulta Prévia para a aquisição de serviços de transporte de alunos com necessidades educativas especiais, para o ano letivo de 2023/2024 - Rota 5";Consulta Prévia;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;11489.28 € ;Município da Sertã (506963837);Caminhos Definidos Lda (510346626);"11.489,28 €";04-10-2023;02-10-2023;274 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de serviços para a vigilância de edifícios municipais e espaços municipais;Consulta Prévia;Aquisição de serviços;79714000-2;Principal;Serviços de vigilância;74520.36 € ;Municipio de Idanha-a-Nova (501121030);"Securitas - Serviços e Tecnologia de Segurança, SA (500243719)";"74.520,36 €";04-10-2023;04-10-2023;1095 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY3Mjk5;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
execução de trabalhos complementares na requalificaçãop do Castelo/Fortaleza de Penamacor - Lote 2 decorrentes de circunstâncias não previstas.;Consulta Prévia;Empreitadas de obras públicas;45453100-8;Principal;Obras de recuperação;45927.73 € ;Município de Penamacor (506192164);"António Lourenço, Lda. (500024898)";"45.927,73 €";04-10-2023;29-09-2023;90 dias;"Portugal, Castelo Branco, Penamacor";"Artigo 19.º, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/cm-penamacor/faces/app/acessoDocs.jsp?codigoAcesso=Jfr6bErinW1EjVEOqDXe0vg320bv4AIlL0AT8InuTuZATPfjMv;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prospeção Geofísica nas Termas da Touca (Alpedrinha - Fundão);Ajuste Direto Regime Geral;Aquisição de serviços;98300000-6;Principal;Serviços diversos;12620.0 € ;Município do Fundão (506215695);AGS ANALISIS Y GESTION DEL SUBSUELO S.L. (B83649079);"12.620,00 €";04-10-2023;04-10-2023;30 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"FORNECIMENTO DE PINÇAS DE ENERGIA BIPOLAR AVANÇADA,  COM CEDÊNCIA DE EQUIPAMENTOS EM REGIME DE CONTRA CONSUMO POR 36 MESES, PARA A ULSCB E.P.E.";Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;332450.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Medtronic Portugal, Lda. (504223933)";"332.450,00 €";04-10-2023;03-10-2023;1096 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM1ODkx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços para a elaboração de projeto para a reabilitação da Escola Profissional Agrícola Quinta da Lageosa – Covilhã ;Consulta Prévia;Aquisição de serviços;71000000-8;Principal;"Serviços de arquitectura, construção, engenharia e inspecção";72000.0 € ;Direção-Geral dos Estabelecimentos Escolares (600086020);"Pbarbosa - arquitecto, Sociedade Unipessoal Lda (515209660)";"72.000,00 €";04-10-2023;18-08-2023;195 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQ1NTYx;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
AD 68/2023 Aquisição Desinfetantes;Ajuste Direto Regime Geral;Aquisição de bens móveis;24455000-8;Principal;Desinfectantes;38847.9 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"FRANKLAB PORTUGAL, LDA (506058654)";"38.847,90 €";04-10-2023;31-08-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2473143;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de espetáculo de Mão Verde;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;5000.0 € ;Município da Covilhã (505330768);Radar dos Sons – Produções Culturais Ldª (509124399);"5.000,00 €";03-10-2023;02-10-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
