Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição de serviços de fornecimento de projeto técnico para a construção do heliporto das Cortes do Meio;Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";6200.0 € ;Município da Covilhã (505330768);"GO WALK, LDA (513702466)";"6.200,00 €";23-11-2023;20-11-2023;60 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2564743;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 45/2023 - Serviços de reforço da rede de cabo de cobre e fibra ótica da Universidade da Beira Interior para ligação de Pontos de Acesso nos edifícios das  fases 8 e 9;Ajuste Direto Regime Geral;Aquisição de serviços;72710000-0;Principal;Serviços de rede local;19976.36 € ;Universidade da Beira Interior (502083514);ORAMIX (504448382);"19.976,36 €";21-11-2023;21-11-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;30-11-2023;"19.976,36 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/Njg4MjE3;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Prestação de serviços de plataforma empresarial de colaboração ""On-Line""";Ajuste Direto Regime Geral;Aquisição de serviços;72300000-8;Principal;Serviços relacionados com dados;16250.4 € ;"ADC - Águas da Covilhã, E. M. (507611977)";"Job Deploy, SA. (514339691)";"16.250,40 €";21-11-2023;21-11-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;01-12-2023;"16.250,40 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2576248;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Procedimento por ajuste direto, critérios materiais, para a aquisição de serviços de circuitos especiais de transporte escolar 2023/2024 - CIRCUITO C6 - DFMA/DEJ_241/2023";Ajuste Direto Regime Geral;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;2950.0 € ;Município da Covilhã (505330768);"Paulo Pombo, Unipessoal Lda (513537090)";"2.950,00 €";20-11-2023;17-11-2023;183 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2611961;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Concurso para a aquisição de serviços para retirada de bens e higienização de 11 habitações;Consulta Prévia;Aquisição de serviços;90910000-9;Principal;Serviços de limpeza;8987.0 € ;Município da Covilhã (505330768);"INJAG - Unipessoal, Lda. (508597986)";"8.987,00 €";16-11-2023;16-11-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2611576;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de manutenção e conservação de equipamentos informáticos e respetivas redes de comunicação existentes nas escolas básicas do primeiro ciclo e jardins de infância - Covilhã;Concurso público;Aquisição de serviços;72267100-0;Principal;Manutenção de software para as tecnologias da infomação;37440.0 € ;Município da Covilhã (505330768);"Eurobit, Lda (503844276)";"37.440,00 €";16-11-2023;16-11-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2575156;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de espetáculo Bate Fado;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;10992.6 € ;Município da Covilhã (505330768);ASSOCIAÇÃO CULTURAL SINISTRA (513472843);"10.992,60 €";15-11-2023;14-11-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;05-12-2023;"10.992,60 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Concurso publico, com carater internacional, para a aquisição de serviços de limpeza de instalações do Município da Covilhã";Concurso público;Aquisição de serviços;90910000-9;Principal;Serviços de limpeza;458757.0 € ;Município da Covilhã (505330768);"UNIVERSALCARE Serviços, LDA (514470852)";"458.757,00 €";13-11-2023;13-11-2023;730 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2502341;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Manutenção/Reparação de viaturas pesadas e ligeiras da ADC-Águas da Covilhã EM;Consulta Prévia;Aquisição de serviços;50100000-6;Principal;"Serviços de reparação e manutenção de veículos e equipamento afim, e serviços conexos";40000.0 € ;"ADC - Águas da Covilhã, E. M. (507611977)";"Auto Mecânica Alcambar do Fundão, Lda. (500956685)";"40.000,00 €";13-11-2023;10-11-2023;1095 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2542252;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Recolha de resíduos urbanos e lavagem de contentores no concelho da Covilhã, por lotes";Concurso público;Aquisição de serviços;90511000-2;Principal;Serviços de recolha de resíduos;354900.0 € ;ADC - Águas da Covilhã (507611977);LUREC - LIMPEZA URBANA E RECICLAGEM SA (506423212);"354.900,00 €";13-11-2023;13-11-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2580139;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Concurso por consulta prévia para a aquisição de serviços de aluguer de ornamentação natalicia para o ano de 2023;Consulta Prévia;Aquisição de serviços;71318100-1;Principal;Serviços de iluminação natural e artificial;36000.0 € ;Município da Covilhã (505330768);"Bernardino Castro Serviços Festivos, S.A. (505633469)";"36.000,00 €";13-11-2023;10-11-2023;38 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;14-02-2024;"36.000,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2611661;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Cobrança - Canais Presenciais;Consulta Prévia;Aquisição de serviços;79900000-3;Principal;Serviços empresariais diversos e afins;13500.0 € ;"ADC - Águas da Covilhã, E. M. (507611977)";PayShop - Portugal S.A (505231212);"13.500,00 €";10-11-2023;10-11-2023;730 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2575548;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD nº 11/SASUBI/2023 - Aquisição de Serviços de Apoio à exploração no sistema SIAG-AP para SASUBI;Ajuste Direto Regime Geral;Aquisição de serviços;72600000-6;Principal;Serviços de consultoria e assistência informáticas;35000.0 € ;Serviços de Ação Social da Universidade da Beira Interior (600017982);"SIAG - Sistemas Integrados de Apoio à Gestão, S.A. (501492542)";"35.000,00 €";10-11-2023;09-11-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/Njg4NTQy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD nº 25/2023 - Times Higher Education - Branding Comprehensive Package para a Universidade da Beira Interior;Ajuste Direto Regime Geral;Aquisição de serviços;79341000-6;Principal;Serviços de publicidade;29136.0 € ;Universidade da Beira Interior (502083514);THE World Universities Insights Limited (11254317);"29.136,00 €";10-11-2023;31-10-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;07-12-2023;"29.136,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
Fornecimento de Serviços de Transporte de Doentes ao CHUCB;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;80580.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"AMBULÂNCIAS ALBICASTRENSES, LDA (503369217)";"80.580,00 €";09-11-2023;09-11-2023;152 dias;"Portugal, Castelo Branco, Covilhã";Artigo 155.º do Código dos Contratos Públicos;Cumprimento integral do contrato;31-12-2023;"80.580,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2594465;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Firewall;Concurso público;Aquisição de serviços;72910000-2;Principal;Serviços informáticos de segurança;49530.81 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"CLARANET PORTUGAL, S.A. (503412031)";"49.530,81 €";09-11-2023;12-10-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2520459;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Licenciamento dos Equipamentos de Radiologia;Ajuste Direto Regime Geral;Aquisição de serviços;71356100-9;Principal;Serviços de controlo técnico;9939.5 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"Ambimed - Gestão Ambiental, LDA (503593427)";"9.939,50 €";09-11-2023;08-11-2023;60 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2576864;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Serviços de TELEPATOLOGIA/PATOLOGIA DIGITAL ;Ajuste Direto Regime Geral;Aquisição de serviços;85111800-8;Principal;Serviços de patologia;8500.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"ZMWay, Lda. (508085349)";"8.500,00 €";08-11-2023;16-10-2023;31 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-10-2023;"8.500,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2574573;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Apoio no posto de correios do Ourondo;Ajuste Direto Regime Geral;Aquisição de serviços;79610000-3;Principal;Serviços de colocação de pessoal;5400.0 € ;União das Freguesias de Casegas e Ourondo (510835805);Daniela Patrícia Barroqueiro Gonçalves;"5.400,00 €";07-11-2023;30-10-2023;365 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Aquisição de serviços de sonorização, iluminação e transmissão de imagem desfile Tea&Cheese";Ajuste Direto Regime Geral;Aquisição de serviços;79955000-3;Principal;Serviços de organização de desfiles de moda;7800.0 € ;"Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confecção e Lanifícios (Modatex) (509906478)";"RM Audiovisuais Unipessoal, Lda (517028557)";"7.800,00 €";02-11-2023;31-10-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;14-11-2023;"7.800,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
AD nº 49/2023 - Aquisição de serviços de apoio técnico especializado de parametrização de processos contabilísticos para a Universidade da Beira Interior;Ajuste Direto Regime Geral;Aquisição de serviços;71356300-1;Principal;Serviços de apoio técnico;15000.0 € ;Universidade da Beira Interior (502083514);Wizardjump - Unipessoal Lda (513430709);"15.000,00 €";31-10-2023;27-10-2023;60 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;21-12-2023;"15.000,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjkwNjMz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de espetáculo de Camané e Mario Laginha;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;8000.0 € ;Município da Covilhã (505330768);"ONC - Produções Culturais, Lda (505700280)";"8.000,00 €";30-10-2023;27-10-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;15-11-2023;"8.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de execução de projeto pessoas, espaços, cultura e tradições da Covilhã - cidade criativa do design ""Quatro Pontos Cardeais""";Ajuste Direto Regime Geral;Aquisição de serviços;92000000-1;Principal;"Serviços recreativos, culturais e desportivos";14000.0 € ;Município da Covilhã (505330768);Sociedade Portuguesa de Autores (500257841);"14.000,00 €";27-10-2023;26-10-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
"AQUISIÇÃO DE SERVIÇOS PARA ALUGUER DE PISTA DE GELO NATURAL E PARQUE DA NEVE, A INSTALAR NA PRAÇA DO MUNICIPIO";Consulta Prévia;Aquisição de serviços;79952000-2;Principal;Serviços de eventos;67500.0 € ;Município da Covilhã (505330768);"BRUMELAND, UNIPESSOAL, LDA (516219316)";"67.500,00 €";25-10-2023;25-10-2023;38 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2573239;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Elaboração de Diagnóstico e Plano de Ação para a Redução de Água não Faturada;Ajuste Direto Regime Geral;Aquisição de serviços;72220000-3;Principal;Serviços de consultoria técnica e em matéria de sistemas;18730.0 € ;"ADC - Águas da Covilhã, E. M. (507611977)";AGS - Administração e Gestão de Sistemas de Salubridade SA (502012005);"18.730,00 €";24-10-2023;23-10-2023;123 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2548747;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
